return_id,order_id,customer_id,product_id,return_date,days_to_return,quantity_returned,return_reason,return_channel,refund_amount,return_disposition
RET004443,ORD0049079,C01046,P0007,2024-10-15,14,16,Damaged in transit,Carrier Pickup,19288.96,Refurbish / re-grade
RET004444,ORD0049100,C01620,P0028,2024-10-15,14,22,Not as described,In-Store,18879.3,Refurbish / re-grade
RET004445,ORD0049101,C00478,P0029,2024-11-30,60,16,Not as described,Carrier Pickup,2332.32,Dispose / write-off
RET004446,ORD0049113,C00462,P0041,2024-10-15,14,12,Changed mind,In-Store,449.28,Resaleable — return to stock
RET004447,ORD0049136,C00489,P0064,2024-11-15,45,17,Changed mind,Online Portal,4056.03,Resaleable — return to stock
RET004448,ORD0049137,C01020,P0065,2024-10-15,14,32,Better price found,Online Portal,6783.36,Refurbish / re-grade
RET004449,ORD0049139,C00546,P0067,2024-10-22,21,20,Duplicate order,In-Store,3798.8,Dispose / write-off
RET004450,ORD0049144,C01668,P0072,2024-10-08,7,5,Changed mind,Online Portal,1228.1,Resaleable — return to stock
RET004451,ORD0049149,C00177,P0077,2024-10-22,21,7,Not as described,In-Store,1059.87,Resaleable — return to stock
RET004452,ORD0049158,C01053,P0086,2024-11-30,60,4,Product defective,Online Portal,731.88,Resaleable — return to stock
RET004453,ORD0049167,C01832,P0095,2024-10-08,7,35,Not as described,Online Portal,1042.27,Resaleable — return to stock
RET004454,ORD0049212,C00966,P0006,2024-12-01,60,19,Not as described,Carrier Pickup,21566.71,Resaleable — return to stock
RET004455,ORD0049249,C01183,P0043,2024-10-09,7,13,Product defective,Online Portal,3667.69,Resaleable — return to stock
RET004456,ORD0049252,C01078,P0046,2024-10-16,14,6,Not as described,Online Portal,1774.92,Resaleable — return to stock
RET004457,ORD0049255,C00964,P0049,2024-11-01,30,16,Better price found,Online Portal,2739.36,Resaleable — return to stock
RET004458,ORD0049259,C01080,P0053,2024-11-16,45,74,Gift return,Online Portal,22111.92,Refurbish / re-grade
RET004459,ORD0049269,C01184,P0063,2024-10-23,21,20,Changed mind,In-Store,805.6,Resaleable — return to stock
RET004460,ORD0049277,C00112,P0071,2024-10-16,14,21,Wrong size / fit,Online Portal,4424.28,Dispose / write-off
RET004461,ORD0049288,C01040,P0082,2024-10-09,7,107,Better price found,In-Store,10843.38,Refurbish / re-grade
RET004462,ORD0049291,C01553,P0085,2024-11-16,45,8,Wrong size / fit,Online Portal,1719.28,Resaleable — return to stock
RET004463,ORD0049292,C01686,P0086,2024-11-01,30,7,Wrong size / fit,Online Portal,1280.79,Refurbish / re-grade
RET004464,ORD0049294,C00736,P0088,2024-10-23,21,45,Changed mind,In-Store,8147.7,Resaleable — return to stock
RET004465,ORD0049296,C01705,P0090,2024-11-01,30,12,Duplicate order,Online Portal,1285.8,Resaleable — return to stock
RET004466,ORD0049322,C00964,P0116,2024-10-16,14,30,Duplicate order,In-Store,17848.5,Refurbish / re-grade
RET004467,ORD0049326,C01238,P0120,2024-11-16,45,19,Changed mind,Online Portal,2473.61,Refurbish / re-grade
RET004468,ORD0049332,C00108,P0126,2024-10-16,14,1,Product defective,In-Store,287.3,Resaleable — return to stock
RET004469,ORD0049341,C00923,P0135,2024-10-23,21,19,Wrong size / fit,In-Store,8531.95,Return to vendor
RET004470,ORD0049344,C00290,P0003,2024-11-17,45,4,Better price found,Online Portal,2056.6,Resaleable — return to stock
RET004471,ORD0049376,C00261,P0036,2024-11-17,45,8,Damaged in transit,Online Portal,2860.0,Resaleable — return to stock
RET004472,ORD0049385,C01314,P0045,2024-11-17,45,1,Not as described,Online Portal,345.6,Resaleable — return to stock
RET004473,ORD0049390,C00830,P0050,2024-11-02,30,6,Changed mind,In-Store,364.14,Resaleable — return to stock
RET004474,ORD0049397,C00383,P0057,2024-11-02,30,8,Not as described,Online Portal,793.2,Return to vendor
RET004475,ORD0049403,C01773,P0063,2024-10-17,14,18,Damaged in transit,Online Portal,725.04,Refurbish / re-grade
RET004476,ORD0049409,C01460,P0069,2024-10-17,14,20,Product defective,In-Store,2602.2,Resaleable — return to stock
RET004477,ORD0049410,C00057,P0070,2024-10-24,21,16,Better price found,Online Portal,1951.36,Return to vendor
RET004478,ORD0049429,C00329,P0090,2024-10-24,21,35,Changed mind,Online Portal,3750.25,Resaleable — return to stock
RET004479,ORD0049475,C00588,P0002,2024-11-03,30,8,Damaged in transit,Carrier Pickup,9337.2,Resaleable — return to stock
RET004480,ORD0049477,C00067,P0004,2024-10-18,14,6,Wrong size / fit,Online Portal,4196.58,Resaleable — return to stock
RET004481,ORD0049488,C01617,P0015,2024-11-03,30,3,Product defective,In-Store,3780.63,Refurbish / re-grade
RET004482,ORD0049508,C00205,P0035,2024-10-11,7,9,Wrong size / fit,Online Portal,220.95,Refurbish / re-grade
RET004483,ORD0049523,C01500,P0050,2024-10-25,21,19,Changed mind,Online Portal,1153.11,Resaleable — return to stock
RET004484,ORD0049543,C00975,P0070,2024-10-18,14,16,Changed mind,Online Portal,1951.36,Resaleable — return to stock
RET004485,ORD0049598,C01921,P0125,2024-10-11,7,20,Wrong size / fit,Carrier Pickup,10796.0,Resaleable — return to stock
RET004486,ORD0049599,C00690,P0126,2024-11-18,45,1,Wrong size / fit,Carrier Pickup,287.3,Resaleable — return to stock
RET004487,ORD0049604,C00931,P0131,2024-11-03,30,12,Damaged in transit,Online Portal,6614.52,Resaleable — return to stock
RET004488,ORD0049609,C00142,P0001,2024-11-19,45,31,Changed mind,In-Store,22165.93,Refurbish / re-grade
RET004489,ORD0049611,C00559,P0003,2024-10-26,21,1,Changed mind,Online Portal,514.15,Refurbish / re-grade
RET004490,ORD0049614,C01717,P0006,2024-10-19,14,5,Gift return,Online Portal,5675.45,Resaleable — return to stock
RET004491,ORD0049628,C01800,P0020,2024-10-26,21,17,Product defective,Online Portal,2345.49,Resaleable — return to stock
RET004492,ORD0049640,C00366,P0032,2024-11-04,30,13,Damaged in transit,Online Portal,743.99,Resaleable — return to stock
RET004493,ORD0049650,C01736,P0042,2024-10-19,14,6,Wrong size / fit,Carrier Pickup,789.48,Return to vendor
RET004494,ORD0049657,C00473,P0049,2024-10-26,21,73,Product defective,In-Store,12498.33,Resaleable — return to stock
RET004495,ORD0049667,C00814,P0059,2024-10-12,7,23,Changed mind,Carrier Pickup,4950.14,Refurbish / re-grade
RET004496,ORD0049670,C01806,P0062,2024-10-19,14,8,Damaged in transit,Online Portal,496.24,Refurbish / re-grade
RET004497,ORD0049672,C01602,P0064,2024-11-04,30,21,Better price found,Online Portal,5010.39,Resaleable — return to stock
RET004498,ORD0049673,C00463,P0065,2024-10-19,14,23,Not as described,Online Portal,4875.54,Resaleable — return to stock
RET004499,ORD0049684,C00447,P0076,2024-10-19,14,15,Wrong size / fit,Online Portal,1052.1,Resaleable — return to stock
RET004500,ORD0049694,C00448,P0086,2024-11-04,30,3,Not as described,In-Store,548.91,Resaleable — return to stock
RET004501,ORD0049698,C01683,P0090,2024-10-12,7,13,Duplicate order,Online Portal,1392.95,Return to vendor
RET004502,ORD0049714,C00156,P0106,2024-11-19,45,26,Changed mind,In-Store,2119.78,Refurbish / re-grade
RET004503,ORD0049725,C00238,P0117,2024-10-12,7,39,Damaged in transit,In-Store,17343.69,Resaleable — return to stock
RET004504,ORD0049740,C00188,P0132,2024-10-26,21,17,Better price found,In-Store,5967.51,Resaleable — return to stock
RET004505,ORD0049794,C00898,P0051,2024-10-13,7,4,Wrong size / fit,Online Portal,1176.52,Resaleable — return to stock
RET004506,ORD0049805,C00817,P0062,2024-11-05,30,5,Wrong size / fit,In-Store,310.15,Resaleable — return to stock
RET004507,ORD0049817,C00965,P0074,2024-10-20,14,15,Wrong size / fit,Online Portal,2676.9,Refurbish / re-grade
RET004508,ORD0049823,C00226,P0080,2024-10-20,14,6,Not as described,Online Portal,1179.54,Refurbish / re-grade
RET004509,ORD0049824,C00164,P0081,2024-11-05,30,5,Gift return,In-Store,464.05,Resaleable — return to stock
RET004510,ORD0049825,C01324,P0082,2024-10-27,21,61,Wrong size / fit,Carrier Pickup,6181.74,Return to vendor
RET004511,ORD0049826,C00757,P0083,2024-10-27,21,29,Better price found,Online Portal,2857.66,Resaleable — return to stock
RET004512,ORD0049852,C00054,P0110,2024-11-20,45,44,Duplicate order,Online Portal,1544.84,Refurbish / re-grade
RET004513,ORD0049858,C00433,P0116,2024-11-05,30,5,Product defective,Carrier Pickup,2974.75,Return to vendor
RET004514,ORD0049859,C01105,P0117,2024-10-13,7,51,Better price found,Carrier Pickup,22680.21,Resaleable — return to stock
RET004515,ORD0049874,C00005,P0132,2024-12-05,60,11,Changed mind,Online Portal,3861.33,Dispose / write-off
RET004516,ORD0049898,C00576,P0021,2024-10-21,14,23,Gift return,Online Portal,29035.43,Resaleable — return to stock
RET004517,ORD0049950,C00677,P0073,2024-10-28,21,25,Duplicate order,Online Portal,3565.25,Resaleable — return to stock
RET004518,ORD0049962,C00544,P0085,2024-10-28,21,41,Wrong size / fit,Carrier Pickup,8811.31,Resaleable — return to stock
RET004519,ORD0049963,C00922,P0086,2024-10-28,21,6,Not as described,In-Store,1097.82,Dispose / write-off
RET004520,ORD0049967,C01138,P0090,2024-10-21,14,3,Product defective,Online Portal,321.45,Refurbish / re-grade
RET004521,ORD0049971,C01617,P0094,2024-10-14,7,10,Gift return,Online Portal,676.0,Return to vendor
RET004522,ORD0049974,C00695,P0097,2024-10-21,14,20,Duplicate order,In-Store,950.0,Resaleable — return to stock
RET004523,ORD0049983,C01821,P0106,2024-10-21,14,35,Not as described,Online Portal,2853.55,Return to vendor
RET004524,ORD0049993,C00920,P0116,2024-11-06,30,13,Not as described,In-Store,7734.35,Refurbish / re-grade
RET004525,ORD0050014,C00614,P0002,2024-10-15,7,1,Product defective,Online Portal,1167.15,Dispose / write-off
RET004526,ORD0050042,C01102,P0030,2024-10-29,21,17,Better price found,In-Store,2418.59,Resaleable — return to stock
RET004527,ORD0050050,C00034,P0038,2024-11-07,30,4,Damaged in transit,Online Portal,1208.8,Resaleable — return to stock
RET004528,ORD0050056,C01548,P0044,2024-10-22,14,12,Damaged in transit,Carrier Pickup,1314.0,Dispose / write-off
RET004529,ORD0050063,C01755,P0051,2024-10-15,7,12,Damaged in transit,Online Portal,3529.56,Resaleable — return to stock
RET004530,ORD0050073,C00883,P0061,2024-10-29,21,12,Better price found,Online Portal,1551.96,Refurbish / re-grade
RET004531,ORD0050074,C00509,P0062,2024-10-29,21,7,Better price found,Online Portal,434.21,Return to vendor
RET004532,ORD0050076,C00492,P0064,2024-12-07,60,24,Product defective,Online Portal,5726.16,Resaleable — return to stock
RET004533,ORD0050085,C01139,P0073,2024-11-07,30,18,Better price found,Online Portal,2566.98,Resaleable — return to stock
RET004534,ORD0050091,C01036,P0079,2024-10-22,14,18,Better price found,In-Store,832.32,Refurbish / re-grade
RET004535,ORD0050100,C00674,P0088,2024-10-15,7,33,Duplicate order,Online Portal,5974.98,Return to vendor
RET004536,ORD0050130,C00376,P0118,2024-10-15,7,6,Gift return,Carrier Pickup,1675.68,Resaleable — return to stock
RET004537,ORD0050134,C00111,P0122,2024-10-22,14,6,Wrong size / fit,Online Portal,3159.84,Refurbish / re-grade
RET004538,ORD0050137,C01173,P0125,2024-10-29,21,15,Wrong size / fit,Online Portal,8097.0,Resaleable — return to stock
RET004539,ORD0050142,C01091,P0130,2024-10-22,14,3,Changed mind,In-Store,1772.36,Resaleable — return to stock
RET004540,ORD0050157,C01613,P0010,2024-10-23,14,3,Product defective,Online Portal,2861.04,Resaleable — return to stock
RET004541,ORD0050171,C01006,P0024,2024-11-23,45,8,Changed mind,Carrier Pickup,3178.32,Resaleable — return to stock
RET004542,ORD0050178,C00003,P0031,2024-10-30,21,18,Product defective,In-Store,4730.94,Resaleable — return to stock
RET004543,ORD0050192,C01443,P0045,2024-10-30,21,40,Better price found,Online Portal,13824.0,Resaleable — return to stock
RET004544,ORD0050196,C01817,P0049,2024-10-23,14,45,Duplicate order,Carrier Pickup,7704.45,Dispose / write-off
RET004545,ORD0050221,C00921,P0074,2024-11-08,30,4,Product defective,Online Portal,713.84,Resaleable — return to stock
RET004546,ORD0050222,C00877,P0075,2024-10-16,7,23,Better price found,Online Portal,3457.82,Dispose / write-off
RET004547,ORD0050229,C01339,P0082,2024-10-23,14,19,Changed mind,In-Store,1925.46,Resaleable — return to stock
RET004548,ORD0050237,C01627,P0090,2024-11-23,45,39,Damaged in transit,Online Portal,4178.85,Refurbish / re-grade
RET004549,ORD0050240,C00066,P0093,2024-10-16,7,21,Gift return,In-Store,504.0,Resaleable — return to stock
RET004550,ORD0050254,C00535,P0107,2024-10-23,14,50,Not as described,Online Portal,2752.5,Resaleable — return to stock
RET004551,ORD0050265,C01694,P0118,2024-10-23,14,1,Product defective,Online Portal,279.28,Resaleable — return to stock
RET004552,ORD0050266,C01055,P0119,2024-10-16,7,5,Wrong size / fit,Online Portal,1574.6,Dispose / write-off
RET004553,ORD0050271,C00668,P0124,2024-10-16,7,25,Not as described,Carrier Pickup,11345.0,Resaleable — return to stock
RET004554,ORD0050275,C00855,P0129,2024-10-23,14,16,Product defective,Online Portal,5892.48,Dispose / write-off
RET004555,ORD0050291,C00567,P0011,2024-10-24,14,39,Changed mind,Online Portal,29611.92,Resaleable — return to stock
RET004556,ORD0050312,C00723,P0033,2024-10-24,14,7,Wrong size / fit,Carrier Pickup,2045.05,Return to vendor
RET004557,ORD0050326,C00719,P0047,2024-10-17,7,34,Wrong size / fit,Online Portal,12369.2,Refurbish / re-grade
RET004558,ORD0050327,C00339,P0048,2024-11-09,30,11,Damaged in transit,In-Store,1912.9,Dispose / write-off
RET004559,ORD0050329,C00608,P0050,2024-10-24,14,18,Better price found,In-Store,1092.42,Resaleable — return to stock
RET004560,ORD0050338,C00589,P0059,2024-10-31,21,37,Wrong size / fit,Online Portal,8867.79,Refurbish / re-grade
RET004561,ORD0050339,C00020,P0060,2024-11-09,30,13,Changed mind,In-Store,3233.49,Resaleable — return to stock
RET004562,ORD0050340,C00782,P0061,2024-11-24,45,23,Changed mind,In-Store,2974.59,Return to vendor
RET004563,ORD0050341,C01461,P0062,2024-10-31,21,12,Not as described,Online Portal,744.36,Resaleable — return to stock
RET004564,ORD0050342,C01790,P0063,2024-10-24,14,11,Gift return,Carrier Pickup,443.08,Resaleable — return to stock
RET004565,ORD0050346,C00621,P0067,2024-11-24,45,21,Changed mind,Carrier Pickup,3988.74,Refurbish / re-grade
RET004566,ORD0050353,C00884,P0074,2024-10-24,14,12,Product defective,Online Portal,2141.52,Resaleable — return to stock
RET004567,ORD0050355,C00632,P0076,2024-12-09,60,13,Not as described,Carrier Pickup,911.82,Resaleable — return to stock
RET004568,ORD0050358,C00970,P0079,2024-11-09,30,17,Not as described,In-Store,786.08,Resaleable — return to stock
RET004569,ORD0050362,C00721,P0083,2024-11-09,30,70,Changed mind,Online Portal,6897.8,Resaleable — return to stock
RET004570,ORD0050372,C01151,P0093,2024-10-17,7,20,Wrong size / fit,Online Portal,480.0,Resaleable — return to stock
RET004571,ORD0050408,C00098,P0130,2024-11-09,30,18,Wrong size / fit,Online Portal,10634.14,Resaleable — return to stock
RET004572,ORD0050409,C00143,P0131,2024-10-17,7,3,Not as described,Online Portal,1653.63,Resaleable — return to stock
RET004573,ORD0050426,C00833,P0013,2024-10-25,14,15,Product defective,In-Store,18440.1,Refurbish / re-grade
RET004574,ORD0050448,C00250,P0035,2024-11-01,21,8,Product defective,Carrier Pickup,196.4,Resaleable — return to stock
RET004575,ORD0050454,C00152,P0041,2024-10-18,7,23,Wrong size / fit,Online Portal,861.12,Resaleable — return to stock
RET004576,ORD0050465,C00138,P0052,2024-11-10,30,28,Damaged in transit,Online Portal,4666.21,Resaleable — return to stock
RET004577,ORD0050478,C00055,P0065,2024-11-25,45,23,Not as described,Carrier Pickup,4875.54,Dispose / write-off
RET004578,ORD0050479,C01138,P0066,2024-10-25,14,37,Wrong size / fit,Online Portal,9341.76,Resaleable — return to stock
RET004579,ORD0050480,C00312,P0067,2024-11-25,45,19,Changed mind,Online Portal,3608.86,Resaleable — return to stock
RET004580,ORD0050481,C00172,P0068,2024-11-25,45,44,Product defective,Online Portal,7515.15,Refurbish / re-grade
RET004581,ORD0050483,C01581,P0070,2024-10-25,14,11,Product defective,Online Portal,851.89,Refurbish / re-grade
RET004582,ORD0050493,C00493,P0080,2024-10-25,14,6,Damaged in transit,Online Portal,1179.54,Resaleable — return to stock
RET004583,ORD0050497,C00201,P0084,2024-11-25,45,7,Not as described,Online Portal,1421.42,Resaleable — return to stock
RET004584,ORD0050498,C00538,P0085,2024-10-18,7,62,Wrong size / fit,In-Store,13324.42,Resaleable — return to stock
RET004585,ORD0050537,C00992,P0124,2024-11-25,45,15,Changed mind,In-Store,6807.0,Refurbish / re-grade
RET004586,ORD0050559,C00837,P0011,2024-10-26,14,10,Better price found,Online Portal,7592.8,Dispose / write-off
RET004587,ORD0050574,C00282,P0026,2024-12-11,60,17,Wrong size / fit,Carrier Pickup,9713.05,Refurbish / re-grade
RET004588,ORD0050593,C01293,P0045,2024-11-02,21,60,Product defective,Online Portal,20736.0,Resaleable — return to stock
RET004589,ORD0050615,C00739,P0067,2024-10-19,7,12,Wrong size / fit,In-Store,2279.28,Resaleable — return to stock
RET004590,ORD0050619,C00920,P0071,2024-10-19,7,32,Damaged in transit,Online Portal,6741.76,Resaleable — return to stock
RET004591,ORD0050620,C00322,P0072,2024-10-19,7,16,Damaged in transit,Carrier Pickup,3929.92,Return to vendor
RET004592,ORD0050624,C00777,P0076,2024-11-26,45,66,Not as described,Carrier Pickup,4629.24,Resaleable — return to stock
RET004593,ORD0050627,C01124,P0079,2024-10-26,14,47,Changed mind,Carrier Pickup,2173.28,Resaleable — return to stock
RET004594,ORD0050630,C00974,P0082,2024-11-02,21,66,Wrong size / fit,In-Store,6688.44,Dispose / write-off
RET004595,ORD0050631,C01170,P0083,2024-11-26,45,18,Not as described,Online Portal,1773.72,Resaleable — return to stock
RET004596,ORD0050637,C00293,P0089,2024-10-26,14,31,Wrong size / fit,In-Store,4467.72,Resaleable — return to stock
RET004597,ORD0050638,C00927,P0090,2024-10-19,7,9,Wrong size / fit,Online Portal,964.35,Return to vendor
RET004598,ORD0050678,C00464,P0130,2024-11-02,21,9,Not as described,In-Store,5317.07,Dispose / write-off
RET004599,ORD0050680,C00531,P0132,2024-11-02,21,15,Duplicate order,Online Portal,5265.45,Resaleable — return to stock
RET004600,ORD0050720,C00867,P0037,2024-10-20,7,16,Duplicate order,In-Store,5750.72,Resaleable — return to stock
RET004601,ORD0050722,C00516,P0039,2024-10-20,7,4,Not as described,Online Portal,59.36,Resaleable — return to stock
